"lsoa01","access01","access11","access01_exp","access11_exp"
"E01032322",100132,109659,8452.44030551271,7981.23237421685
"E01032323",100101,109719,2910.50609313892,3247.81695349356
"E01032324",100101,109719,3213.6286378849,3696.33153574188
"E01032325",99202,108603,3867.92061352876,4619.69078548766
"E01032326",99202,108603,4290.8162706025,4837.57774377272
"E01032327",106428,114588,7751.40202391,7759.50541405463
"E01032328",105270,113001,6778.97019465084,7196.43582046032
"E01032329",105439,113478,6647.41251028526,6912.41430820233
"E01032330",105871,113833,7195.47771973175,7666.3719711562
"E01032331",102224,111279,6623.68930829217,7024.06103092451
"E01032332",101014,109972,6364.09856210725,6719.89942459176
"E01032333",101944,110114,7401.60835311775,7800.68447909369
"E01032334",101148,109838,6322.11600089189,6577.08701926249
"E01032335",97879,107984,4927.32269207114,5481.64759134682
"E01032336",99997,108967,7152.31327782801,7493.44779393449
"E01032337",102215,111250.96,6952.79806953323,6660.29037086498
"E01032338",102746,111976.96,5502.49508349341,5714.35494021243
"E01032339",100868,112434,4930.85253554204,5358.99998436856
"E01032340",39905,44774,1065.74844361089,1168.34842540306
"E01032341",37626,42196,911.571019176046,1029.67116185416
"E01032342",40392,45659,3693.82136745711,3634.50558935912
"E01032343",38988,44308,4780.86485637542,4589.01889431262
"E01032344",38867,44338,3243.31835209826,3245.07204536843
"E01032345",122679,133231,378.27627912498,537.850265869461
"E01032346",99576,111044,620.892403086199,600.823883190252
"E01032347",94318,101946,700.788280848597,1017.87766552699
"E01032348",72879,79560,535.571337338276,718.477738728449
"E01032349",40504,45727,1378.25983358814,1575.3357563661
"E01032350",40118,45501,480.451294769767,535.217203661784
"E01032351",32327,36568,934.452240121871,1264.06108896648
"E01032352",36478,41019,556.239209293223,650.453438620452
"E01032353",32547,36871,1060.68058741885,1140.26100267313
"E01032354",189621,187330,1478.60161492292,1823.35201854072
"E01032355",108260,115280,443.455757003233,545.984775070371
"E01032356",103136,110261,423.824422701635,482.276806637721
"E01032357",129414,139083,3669.18708874791,3390.20805134574
"E01032358",128300,138138,3622.74360826177,3372.04364577489
"E01032359",138890,148687,4292.53902499732,3841.85627277877
"E01032360",128801,139266,2727.89592168897,2514.40100967519
"E01032361",117723,127386,2069.5583246464,1988.69119259954
"E01032362",115762,125355,1875.61594249279,1815.35610256331
"E01032363",115787,125271,1731.37599731072,1692.92882522903
"E01032364",116741,126474,1764.89632863203,1645.72903269805
"E01032365",122702,131938,2481.13225245744,2358.98536943235
"E01032366",115689,125498,2217.88636511591,2104.3716422201
"E01032367",119651,130212,3078.04962323908,2923.75124234919
"E01032368",134902,145475,3660.45351907327,3491.58817545742
"E01032369",131595,141402,4853.48332042327,4373.8380086627
"E01032370",127758,136922,3806.03983680324,3534.63614944964
"E01032371",121840,130695,2171.91290604604,2073.68592436511
"E01032372",76438,85113,592.698233598459,736.183016536507
"E01032373",79153,88619,516.465984780852,665.537209572261
"E01032374",50761,56848,420.906381216572,431.533773159459
"E01032375",49433,56089,253.46767234325,277.673674703706
"E01032376",41640,47261,3144.76751869145,3134.86656586881
"E01032377",38672,43160,4335.82201384863,4086.81531079348
"E01032378",40910,46338,4046.4939556299,3919.18786419786
"E01032379",37856,42988,3337.18670914322,3744.78543823656
"E01032380",38067,43347,4275.84076505635,4190.29182422344
"E01032381",38661,43213,4137.68196284089,4092.45584554105
"E01032382",42035,46739,454.781025972288,539.624092107611
"E01032383",53462,65610,649.174665666953,838.916000356138
"E01032384",39428,42987,2432.89734686088,2248.14106130837
"E01032385",40215,43944,2199.84006549123,2055.40835031194
"E01032386",114675,123166,2631.79657188596,935.329533434394
"E01032387",110019,118509,1987.68356598763,1381.08638805351
"E01032388",47070,52507,461.695821102832,500.490885071594
"E01032389",41327,46549,679.676704107923,753.580732582619
"E01032390",53276,59455,646.669568445321,755.769388664758
"E01032391",53685,59694,266.697484579162,333.893987918614
"E01032392",85810,96549,578.155211239103,730.082901191667
"E01032393",115286,129071,288.855368215743,385.587788601033
"E01032394",68175,74091,276.351856412568,354.485495765478
"E01032395",140958,155413,477.044329739265,545.695605201561
"E01032396",39863,43264,2656.92677150553,2740.36988967244
"E01032397",39685,43843,4323.73852230685,3923.76926206535
"E01032398",40896,45130,2801.11008186282,2950.18394954552
"E01032399",103030,111377,2566.4940987188,3237.01252257041
"E01032400",108386,117351,2705.57106991412,3757.09090756197
"E01032401",137287,147346,2216.53587492085,5053.73658875579
"E01032402",99490,108951,2031.88938546005,2482.75222218415
"E01032403",98395,104935,1401.72487466254,2016.18615471577
"E01032404",128479,136618,707.554481614714,827.680741898232
"E01032405",93884,101972,1740.72682220993,1778.32491336267
"E01032406",92730,100962,2280.29164258227,2392.56888824817
"E01032407",92971,101299,1481.16607065702,1535.25395045115
"E01032408",95737,104652,2180.38487980373,2354.31079307751
"E01032409",93230,102288,2814.83604980058,3110.30644234009
"E01032410",69339,77753,361.017793105527,403.997135060391
"E01032411",89694,96695,1102.60097779136,962.415104598525
"E01032412",83172,85784,337.420719679675,430.800516300175
"E01032413",61715,67701,311.733346103681,322.640516904851
"E01032414",54386,59594,655.91117380176,1628.75322805679
"E01032415",55038,60429,1577.47972072687,1456.85397213693
"E01032416",137793,150662,306.086657115157,403.440833932118
"E01032417",98123,107965,404.28941220739,578.92406908571
"E01032418",132898,137006,5802.00427682497,5783.28804863259
"E01032419",150592,152421.14,3206.43249538318,3227.37260095371
"E01032420",123503,126840,4560.65252859485,4515.63934213924
"E01032421",129539,132705,3074.77647828451,3126.52281625067
"E01032422",133903,137024,4160.16314104623,4233.79413736466
"E01032423",79844,86631,2085.332019996,1841.46155855225
"E01032424",85861,92704,1646.37755847901,1451.18135087849
"E01032425",72900,77230.96,1331.66208046009,1209.05677517553
"E01032426",92789,98554.96,1171.7718549492,1068.53924136176
"E01032427",57347,61290,1202.22540711452,1374.20687788264
"E01032428",57183,61075,1564.99898622681,1754.98898467889
"E01032429",59061,62833,1252.12869820463,1437.47896975685
"E01032430",66845,66960,639.81123800096,803.646507386275
"E01032431",217051,196601,816.624245184848,978.104332336227
"E01032432",224876,209710,956.707183076387,980.381817175081
"E01032433",283316,263995,645.339387502138,739.480690676308
"E01032434",154189,154910,5338.37405177895,5246.22376709996
"E01032435",164390,165604,5716.90460911912,5583.40451871168
"E01032436",181593,184104.14,2501.95820503848,2443.27994383732
"E01032437",168962,171948,3584.74088127514,3521.98092987091
"E01032438",179942,184140.14,3579.34336152949,3475.25524877775
"E01032439",198357,202053.27,1283.33551620416,1238.40992471005
"E01032440",205327,207838.27,1325.68739702362,1156.35120169402
"E01032441",118833,121569,2759.98993822249,2928.37052267461
"E01032442",141188,142244,3479.1254063712,3544.36793834102
"E01032443",132227,132925,3077.20915049631,3207.53953183768
"E01032444",134335,135623,4808.42984476324,4965.99445702891
"E01032445",122965,124551,3373.98657998773,3556.43565409377
"E01032446",178056,181618.14,4448.52061801584,4264.79365993043
"E01032447",168039,168799,6189.85455156415,6059.66895717897
"E01032448",185540,187780.14,3512.73246858352,3423.98570578909
"E01032449",167348,168118,6792.78072789124,6663.19628170252
"E01032450",151035,153266,9441.0166768325,9142.32996345067
"E01032451",107906,110513,4298.93343947869,4435.22760618085
"E01032452",120290,122035,3656.75293243777,3901.25301948794
"E01032453",100717,103938,2925.46770554709,3120.90133555539
"E01032454",131341,133497.96,5491.73605221195,5624.18780958332
"E01032455",72460,75796,2227.34621004662,2024.70628484644
"E01032456",88651,96851,3076.8950708233,2847.01372094337
"E01032457",70749,75413,2455.02198314975,2021.72004704284
"E01032458",74983,79535.96,2678.38852956645,2348.30971185639
"E01032459",80566,88062,3143.92032135579,2813.42573582955
"E01032460",87848,95492,3533.55804464712,3282.56126567805
"E01032461",87645,95317,3818.39715495835,3237.98810238933
"E01032462",95424,103664,2755.09274783069,2527.61566745488
"E01032463",72497,77718.96,2661.53531936947,2343.75264845647
"E01032464",176983,175573.14,3283.32582846556,3300.37382310465
"E01032465",176351,175623.14,4242.96293635212,4252.94827685169
"E01032466",167705,168145.14,5660.0650243869,5680.87748850957
"E01032467",154629,156327,5072.11343067334,5089.15641200425
"E01032468",181078,182881.14,3643.64412581915,3623.99905999191
"E01032469",90185,94068,4095.16889864929,4175.07282890708
"E01032470",106492,110798,5053.28528396512,5047.41363151272
"E01032471",98198,101310,4220.7959595628,4256.26656431296
"E01032472",48995,51443,469.154053389236,446.428571114777
"E01032473",50250,50145,275.455716111784,320.499815270816
"E01032474",138064,139963,6761.30638290444,6674.69765817699
"E01032475",125800,129367,6211.72641513137,5989.8746380189
"E01032476",120581,124045.96,5440.24368431978,5414.01881933271
"E01032477",98134,100118,3981.46742501795,4058.40311117566
"E01032478",110709,114402,5144.25014966942,5107.53980081351
"E01032479",150479,153410,1375.40894668867,1421.25617525328
"E01032480",72777,77066,1700.43284364281,2030.1675498352
"E01032481",78403,80890,1247.57584419346,1397.74123354494
"E01032482",72343,75150,1613.40909221381,1851.14140897737
"W01000001",14077,14760,188.035633712743,265.428460043411
"W01000002",13440,14277,200.762970854426,250.305397045572
"W01000003",3837,4671,634.283296020783,841.119994712896
"W01000004",4106,4987,469.01525039636,501.906523645936
"W01000005",29246,34018,562.08808649324,710.638198882841
"W01000006",19325,22290,489.837955576883,551.637128998522
"W01000007",22283,25761,257.600805928112,300.008261082527
"W01000008",36468,43141,699.293804550529,836.695207620714
"W01000009",15436,16503,286.083011566041,335.610449488001
"W01000010",24020,28729,385.763629885035,424.007620960016
"W01000011",36994,43668,2316.64816888723,2761.40010201362
"W01000012",33166,39158,2965.26515392151,3012.43980899558
"W01000013",36066,42360,970.813635339721,1168.67254404248
"W01000014",32783,38726,2032.93226663078,2236.53071121647
"W01000015",36468,43141,848.407954847997,1028.58979523879
"W01000016",8520,8883,1991.94808569223,2114.40536972039
"W01000017",8520,8883,1703.40401040397,1737.95100958441
"W01000018",3575,4183,880.687112584296,1147.37215989107
"W01000019",25982,30707,397.294948370023,459.635737720257
"W01000020",25578,30492,288.360011277976,333.708596101755
"W01000021",8702,9988,330.419774759526,399.839623938412
"W01000022",10883,11685,247.852024863794,290.308635681988
"W01000023",14325,15425,566.812098520217,504.640636826686
"W01000024",13369,14177,1099.98051592599,1370.41400544401
"W01000025",36085,42385,1242.03659260961,1327.49468770255
"W01000026",22539,26713,178.421132666104,265.052394083335
"W01000027",36878,43589,386.271448340394,520.329016641657
"W01000028",13427,14980,267.942576459685,306.978478632194
"W01000029",8815,9221,2033.80204376074,2033.45035177141
"W01000030",8520,8883,1737.42133313692,1845.77094443177
"W01000031",9280,10470,271.799829745335,324.672918375468
"W01000032",10779,12427,159.995804261485,217.147429015916
"W01000033",8815,9221,2102.71378980542,2052.92485029521
"W01000034",7795,7986,860.053439912874,987.062569788813
"W01000035",27891,32675,304.155160624769,351.753834787897
"W01000036",8332,8614,1594.12364115945,1727.22153380245
"W01000037",8332,8614,1388.308394016,1551.96970896736
"W01000038",26161,31736,294.510842318974,358.587963485857
"W01000039",8582,8950,368.728576935404,359.638880220946
"W01000040",8287,8612,1362.7595513269,1040.7589141595
"W01000041",33838,39931,1515.631208226,1734.58812747068
"W01000042",37160,43896,1684.07484891258,2041.41786860599
"W01000043",9518,10032,491.722275851828,469.43282474273
"W01000044",9243,9711,328.200190594519,323.88449694182
"W01000045",1740,2088,245.442717221689,314.702181425471
"W01000046",5548,6154,406.849654649319,492.776349760842
"W01000047",6945,8020,677.024172400902,656.218766896546
"W01000048",4744,5243.2,496.830023134895,575.143867334856
"W01000049",4744,5243.2,640.589795088509,674.237152178542
"W01000050",26572,31727,1347.26606164475,1344.35627502981
"W01000051",2739,3003,913.322106293395,807.355137235514
"W01000052",35919,42465,388.95694169482,404.280677384229
"W01000053",32239,38719,684.764251609022,713.50256298523
"W01000054",22788,28485,738.715446739445,1011.06181961047
"W01000055",4901,5702,489.100619141825,610.909744503132
"W01000056",5446,6229,936.057494803991,841.291258057136
"W01000057",3413,3955,422.249780931926,538.055129260545
"W01000058",4970,5603,254.770909239058,290.41449096753
"W01000059",35402,41851,3038.25724907408,3576.05403141239
"W01000060",4254,4990,280.649673496881,403.730144049526
"W01000061",9522,11011,556.795661963582,581.667828921137
"W01000062",36181,42519,4682.12253123203,5036.80027232687
"W01000063",31476,37633,637.244660231307,669.494719692596
"W01000064",36291,42857,3623.18981719978,4337.07893770784
"W01000065",4593,5342,677.763281739758,689.813581058305
"W01000066",7926,9538,294.152062274705,323.399409683411
"W01000067",4320,5062,1484.70153428815,1636.53114847119
"W01000068",3928,4555,1229.7711329801,1378.2703644714
"W01000069",4144,4491,357.862230636584,461.241557160298
"W01000070",6215,7260.52,295.018908762202,308.925747297501
"W01000071",29888,35525,778.02719954777,770.952422085928
"W01000072",36291,42857,3499.60005037024,4085.61560439123
"W01000073",13284,16022,312.95092233056,440.011650266322
"W01000074",6394,7501,535.175838393959,628.097918551732
"W01000075",36429,43045,3552.94840344284,4027.68081107632
"W01000076",36181,42519,3646.22253655576,3864.75658017804
"W01000077",36181,42519,3268.15718775489,3412.65893630417
"W01000078",6955,8093,281.130008859056,333.703918111865
"W01000079",6597,7511,418.79736831647,288.196407386219
"W01000080",5589,6360,667.657233116226,757.350053187596
"W01000081",29658,35615,830.707967099341,1290.65351556154
"W01000082",3487,3730,337.541053295371,344.141323322649
"W01000083",1730,1775,329.741291185215,469.416883967741
"W01000084",5589,6360,304.548057115811,358.181301294338
"W01000085",5645,6266,469.951452267104,547.116624889659
"W01000086",13201,16137,388.41519363893,494.619690889881
"W01000087",35267,41653,676.770572287903,727.893758068709
"W01000088",18924,24140,475.685525595713,575.605421967096
"W01000089",8824,10474,537.475411691081,802.611814906253
"W01000090",36181,42519,2598.04726337603,2840.77177118589
"W01000091",36181,42519,2505.46387761687,2661.81198061774
"W01000092",35824,42154,4351.25463269951,4821.5825642351
"W01000093",34543,41077,3222.34034638733,3770.37853784385
"W01000094",5628,6380.52,283.938402512128,320.842521411425
"W01000095",6215,7260.52,321.238256780857,489.789827602534
"W01000096",29166,34781,624.673037703357,648.212074784901
"W01000097",31424,37344,805.14412702787,803.060935278398
"W01000098",34115,40587,3237.74896250882,3825.49136324285
"W01000099",32207,38628,356.972849941705,487.75303758766
"W01000100",7480,8445,305.417719785191,405.910353902196
"W01000101",7480,8445,710.039592987663,771.626296727877
"W01000102",37415,44162,3878.05399381793,4956.42917168887
"W01000103",36712,43351,2003.99582870658,3683.67826710092
"W01000104",13233,16336,680.210861212153,765.923617413637
"W01000105",7697,8893,1056.88033117425,1176.21209085437
"W01000106",6589,7874,1271.31676077444,1623.26291184331
"W01000107",8827,10424,355.100031324129,583.196707757693
"W01000108",6821,7891.52,1758.20504248649,1921.5362029777
"W01000109",6821,7891.52,1172.79854915934,1307.73002974504
"W01000110",34115,40587,2619.46405943639,3049.81502605147
"W01000111",33528,39983,3509.77779891143,4073.59673062742
"W01000112",13353,16283,246.30028434906,270.235786392877
"W01000113",5446,6229,336.161383037724,372.780200822767
"W01000114",6559,7468,616.729476135948,766.989599358946
"W01000115",32146,38358,804.138159130275,897.713116123451
"W01000116",3339,3736,986.713891170491,982.568370145059
"W01000117",3339,3736,977.525739773043,986.48628014443
"W01000118",30942,36918,383.375377117835,540.486661439391
"W01000119",36270,42909,734.797516057573,799.062436048543
"W01000120",43115,49036.72,913.020519849876,1115.73431428201
"W01000121",5021,5493,623.585783039409,765.940325776601
"W01000122",45027,51495,589.306504418872,723.765659813132
"W01000123",36161,42712,923.595094634133,1056.36501163914
"W01000124",32569,37892,491.09668954994,479.041605223627
"W01000125",32153,37232,306.899470797934,359.866999628651
"W01000126",44934,52585,1538.89265750821,1834.60798962478
"W01000127",48850,56441,1039.81213038766,1213.70340721637
"W01000128",45317,52970,1464.02901436145,1738.3171507784
"W01000129",30186,35043,1630.05296342186,2105.85026985813
"W01000130",30824,35828,1960.532085095,2306.89822508957
"W01000131",30824,35828,1356.03491183336,1630.64303626402
"W01000132",30302,35494,3043.26491885629,3693.80346711261
"W01000133",30507,35895,2493.62300299439,2980.56643776369
"W01000134",4617,5159,857.302963042895,1108.08789254312
"W01000135",30302,35494,2284.71970216805,2551.39473380553
"W01000136",30824,35828,2018.19348890688,2346.84757265333
"W01000137",33017,38586,377.474954015385,439.26747934032
"W01000138",43489,50983,1579.22388557587,1919.02521859671
"W01000139",42528,49610,2068.35867509008,2384.21680523594
"W01000140",45522,51801,1168.03069785499,1252.07846119002
"W01000141",45155,51180,759.602107438272,938.101282357393
"W01000142",44805,50847,756.320208831526,887.976549162953
"W01000143",38920,45886,3321.58612056359,3817.91148916903
"W01000144",38920,45886,3644.44275229796,4134.10432366697
"W01000145",39193,46277,2472.5840951612,2890.45229794546
"W01000146",29664,34709,4036.19527518678,4597.91272730542
"W01000147",29664,34709,2949.44337978172,3376.64486748412
"W01000148",4617,5159,651.337404781888,867.571121215673
"W01000149",40445,45208,1575.85074253767,1826.04759009783
"W01000150",41705,46495,1808.20271364321,2156.5769993288
"W01000151",43009,48100,1668.42668465623,1977.95050861741
"W01000152",38381,42778,1787.48651273969,2054.72184948011
"W01000153",51553,59462,394.700256646067,448.305943624651
"W01000154",31894,37424,2434.81194787008,2845.82555295632
"W01000155",32597,38263,2689.0819009741,3180.64162032908
"W01000156",32418,38026,1861.92922137614,2208.66443540709
"W01000157",32418,38026,2155.76587160557,2567.79750499512
"W01000158",31894,37424,2523.92050901381,3041.21292100987
"W01000159",5554,6184.28,386.26863208476,438.975441562703
"W01000160",34091,39886,747.67874304803,929.404046329176
"W01000161",34173,39945,690.474092717535,766.709626642109
"W01000162",23635,26540,421.386525745185,463.241098841221
"W01000163",49086,56845,791.582103165332,916.372347060599
"W01000164",51179,58869,532.364240412928,514.439128852519
"W01000165",30824,35828,2236.80698702297,2478.67828312606
"W01000166",31158,36376,2331.82568497409,2584.06984379185
"W01000167",32150,37658,2137.9288228119,2440.07747448526
"W01000168",29664,34709,3356.0260293101,3892.40494909363
"W01000169",29664,34709,4865.00344676391,5596.00540341678
"W01000170",37497,44103,709.492191085467,777.435783370649
"W01000171",36842,41893,446.093208162105,485.995073802996
"W01000172",38295,43521,340.03712277767,396.53364722861
"W01000173",32489,38122,1468.17870393869,1800.09204033139
"W01000174",31632,37107,1361.87319003113,1606.67173741052
"W01000175",31632,37107,1347.40241584476,1583.2990824144
"W01000176",31975,37421,2094.22604697582,2640.17079122265
"W01000177",33011,38456,1785.26046360887,2407.31164955617
"W01000178",43892,50139,1299.71609152223,1604.30590698529
"W01000179",45155,51180,783.250076751415,1059.55625042297
"W01000180",33496,39402,2540.79771819038,3020.5387428085
"W01000181",32597,38263,2226.53167713206,2662.83416437884
"W01000182",33496,39402,3732.20443181059,4414.63424501536
"W01000183",32597,38263,3427.75487320049,4023.34583284479
"W01000184",43295,48777,1102.00048501199,1249.99021004851
"W01000185",11478,13501,503.110160083383,343.337422945402
"W01000186",29664,34709,4592.05655173,5488.18832258145
"W01000187",29664,34709,3894.20064967502,4528.64319311453
"W01000188",30302,35494,3302.00971012503,3873.82476026498
"W01000189",4612,5015,381.771691371927,430.342078724693
"W01000190",3529,3622,375.585744194149,430.782533285896
"W01000191",39922,44133,5053.5213737612,6019.3345494089
"W01000192",8229,9261,218.175070431,256.110131508861
"W01000193",4433,4864.5,680.569891168113,662.417356719199
"W01000194",25351,28292,1836.8838097733,1971.58906591388
"W01000195",24147,26883,1123.16988947331,1197.41988476751
"W01000196",28786,32372,1850.58273872802,2151.58824325681
"W01000197",25949,29119,1731.74808941892,1947.94814507644
"W01000198",26334,29254,1319.11417110505,1451.91192737434
"W01000199",33492,37716,955.377913699834,1093.35810756761
"W01000200",39431,42956,562.395055242953,589.276022238656
"W01000201",39431,42956,734.042830952374,878.048603680959
"W01000202",11553,13049,371.984248932856,376.658159911242
"W01000203",52215,61691,554.898210869894,733.439705215219
"W01000204",26099,29504,471.402193741672,524.516022477506
"W01000205",4647,4868.5,540.593967770353,683.483622816063
"W01000206",27974,30705,675.890402618616,825.504089622362
"W01000207",10395,11859,630.974605810758,619.718830089936
"W01000208",35791,41050,815.660126520593,917.025494881054
"W01000209",46111,52472,822.640954604231,971.76023122101
"W01000210",45795,52202,823.301703327456,946.099524047037
"W01000211",15076,16573,550.650412411817,496.97645534535
"W01000212",35156,38208,1676.93292844136,1845.74775362836
"W01000213",35156,38208,2098.48146648953,2177.24044259937
"W01000214",34914,37854,2050.64716906868,1865.98294444159
"W01000215",37750,41016,1486.30920190892,1527.68917522634
"W01000216",36630,39746,2018.98815711942,2009.10246237372
"W01000217",39011,42505,940.3092126815,1053.61428617358
"W01000218",34250,37683,1790.40210596868,1741.68662454529
"W01000219",34250,37683,1379.42002019519,1494.31937178586
"W01000220",31443,34669,901.828655254001,1037.00354888696
"W01000221",34492,38037,1185.37568616541,1343.35838189762
"W01000222",34492,38037,1354.50041698084,1530.23553617512
"W01000223",37147,40992,1944.40729033847,2164.94785408806
"W01000224",37389,41346,1401.45416105136,1308.24087135885
"W01000225",37147,40992,1571.59671129277,1452.97680389329
"W01000226",32828,36185,2130.22763410716,2394.19529438414
"W01000227",32828,36185,3265.4353256205,3567.72781790901
"W01000228",33050,36315,3934.63868250734,4296.95367720264
"W01000229",36683,40482,2225.99954701101,2495.6399567816
"W01000230",37572,41625,2788.09856303005,3184.32739309769
"W01000231",33738,37289,3521.9607664197,3887.448260805
"W01000232",34363,38139,2288.63561036113,2625.15004713398
"W01000233",36505,40361,2786.79743034265,3161.24230222662
"W01000234",36505,40361,2303.91118883873,2612.6365739579
"W01000235",33314,36773,2134.03809913079,2445.23280285287
"W01000236",35482,39592,4130.1121129654,4709.66145768411
"W01000237",35824,39835,3497.02412878181,3908.42305756033
"W01000238",35162,39100,3962.87287631637,4406.61414109127
"W01000239",33642,37228,3753.34512474736,4094.99606200778
"W01000240",33642,37228,4792.4712461429,5200.48310958716
"W01000241",34487,38244,3155.67628164283,3516.51356693866
"W01000242",20559,22988,1403.90668455424,1603.86659100716
"W01000243",21720,24423,2352.69866825404,2934.96468491258
"W01000244",21391,24087,1364.54296939605,1658.07207290093
"W01000245",39732,43923,1663.60920901801,1662.85579576374
"W01000246",38565,42505,1811.32147564285,1813.43488384907
"W01000247",39064,43104,872.709173675775,1020.9385851232
"W01000248",43553,47304,491.761965095277,443.678193256063
"W01000249",123826,131679,1787.48881668696,2169.84427926081
"W01000250",127520,137265,1766.04993872594,2123.63225190836
"W01000251",169060,178186,2091.79007453274,3002.34396470309
"W01000252",171367,180342,2562.27561990711,3247.71393967586
"W01000253",101712,114964,1111.12938183982,1014.35911577474
"W01000254",96783,110019,900.978342775796,892.435150904749
"W01000255",192902,207013,7554.30967671693,8937.20744702982
"W01000256",174531,192391,2512.10922552312,2941.88273158431
"W01000257",191297,205457,4484.59487381447,5280.82365220675
"W01000258",65535,76659,613.440834133097,631.358369552278
"W01000259",152270,167872,2020.05016232943,2643.04490411995
"W01000260",151755,167020,1936.07727740776,2494.97035617749
"W01000261",142345,154702,1735.81248959511,2177.33698882188
"W01000262",149531,164153,1894.52463434117,2406.59744449456
"W01000263",145254,157966,1717.05507701843,2175.534472221
"W01000264",142805,154413,2148.23186917187,2694.76673334446
"W01000265",139249,150124,2148.38375702349,2628.49513431162
"W01000266",150190,164283,2117.66937165638,2729.22147753353
"W01000267",152486,167706,1602.93092425098,2192.430182835
"W01000268",146598,159094,1873.26903519337,2476.99349713575
"W01000269",149644,158890,748.223187745539,815.56043904976
"W01000270",55831,61384,266.901408748783,370.511252760934
"W01000271",56458,61562,314.440935724767,325.057377225667
"W01000272",54391,63495,455.292497044077,459.548444308991
"W01000273",176617,186134,2988.24093223111,3020.9418952464
"W01000274",181433,191051,4210.4342879308,3756.82168415717
"W01000275",184040,193167,2143.32412463826,2429.61815056881
"W01000276",173784,184049,1972.5413412993,2245.69931149423
"W01000277",174515,185009,2065.35466759809,2388.02618790606
"W01000278",180792,190363,2456.26232137053,2648.56285667217
"W01000279",173308,183230,2699.77219284626,2981.88552137556
"W01000280",165827,175628,1757.26988352201,2066.70554279506
"W01000281",173371,183317,2471.51624971752,2718.86232323779
"W01000282",164545,174638,1780.45059080897,2088.88010472586
"W01000283",175014,185407,3720.31982126162,4065.30046245413
"W01000284",152948,167962,1733.02899429336,2758.89636128539
"W01000285",152469,165163,1896.14948718253,3370.58337835505
"W01000286",151612,164492,1992.78312746047,2906.59443907501
"W01000287",52220,58537,659.987488609087,659.150676462176
"W01000288",117561,132735,2871.75657941768,3519.06084253066
"W01000289",99178,113955,2865.11989313948,2429.75214720233
"W01000290",109800,125039,2953.62412630331,3933.07186093278
"W01000291",88157,98809,2167.57108006053,2270.80452806609
"W01000292",117137,132321,2068.19824023553,2524.04624740163
"W01000293",119686,135191,1651.55458578232,2011.04588796605
"W01000294",92441,103522,1357.99828341403,1630.99155460008
"W01000295",106627,121284,2347.39817749742,2833.5324397085
"W01000296",77449,87144,1836.52633892915,1840.86797899125
"W01000297",71348,81149,1509.7820668261,1458.94577770956
"W01000298",40473,44389,470.417045240504,428.891363048619
"W01000299",69754,78396,444.974153440645,462.749425630973
"W01000300",73823,82152,950.573446565683,1067.46734975998
"W01000301",77079,86158,564.631376860409,650.169918764934
"W01000302",166737,175461,2256.26495080128,3133.87695595307
"W01000303",162964,179049,811.747540360046,926.74196412478
"W01000304",71660,81788,1893.81563073395,1915.88330771855
"W01000305",75525,88969,1681.49391710503,1356.97443481881
"W01000306",70430,78892,1324.44607571974,1319.52990024972
"W01000307",157236,171296,658.728752413055,755.589101526094
"W01000308",152510,165285,686.023590775038,787.176197666307
"W01000309",142277,154202,506.706830764675,553.90409951431
"W01000310",113295,123806,567.740519405216,641.487188404741
"W01000311",169306,178479,3090.09633851174,3753.61205895699
"W01000312",168970,178429,3949.21435375898,4684.58752420663
"W01000313",88370,95558,3876.18976834407,4124.97151407311
"W01000314",87575,95062,3955.15331030786,4385.94407744851
"W01000315",91706,99227,4695.89891470647,5212.89450492938
"W01000316",78737,87252,2615.59137879214,2879.37505322761
"W01000317",79206,87580,2685.93858987466,3001.19194238467
"W01000318",79343,87922,2911.55021518033,3224.80934685475
"W01000319",81000,89629,3019.83251181436,3355.17432815498
"W01000320",62821,69675,878.684639970864,857.855682219921
"W01000321",103550,113749,1816.40360598473,2188.90431258115
"W01000322",103141,113183,2078.65535064269,2471.88054285674
"W01000323",92642,103142,772.697999658235,917.36686387826
"W01000324",89929,97860,1007.16517271667,1166.0912868501
"W01000325",143695,155705,962.641123562613,1119.48044848516
"W01000326",159938,174941,651.151449048292,686.947887483874
"W01000327",161280,176699,981.230561218383,1032.92012695655
"W01000328",172284,182886,5886.2138285439,6799.29033557174
"W01000329",179258,190498,3221.42865748009,2893.78441752408
"W01000330",176538,187464,3261.11808341781,3074.28666695648
"W01000331",182179,194901,2787.24727335161,2612.85173536444
"W01000332",177036,188105,9359.87154997494,7821.59367437955
"W01000333",182937,192829,5139.95541268869,5826.19341838783
"W01000334",177458,188101,3535.93812813315,3996.29277949008
"W01000335",177652,188011,3158.89828357081,3820.02811132087
"W01000336",176902,187200,3447.78248863104,4124.85307726158
"W01000337",177015,187724,3587.92001151422,3917.53647061042
"W01000338",43804,48103,441.355079108422,413.353098557584
"W01000339",115693,127574,256.789448110279,314.990005309814
"W01000340",54105,59686,517.895338844079,734.887231734941
"W01000341",83011,91607,4713.38063756877,5677.81319279239
"W01000342",83404,92051,5767.34087007367,6937.54370158285
"W01000343",84245,93153,3139.24640455379,3726.89164894909
"W01000344",86164,95141,2896.89183885185,3366.44085773513
"W01000345",63929,71404,364.448024748119,393.879302447853
"W01000346",27750,30782,461.081444111829,498.928198707737
"W01000347",92712,102829,1014.16855051351,1342.23955030799
"W01000348",97797,109183,645.706089788936,820.660817582319
"W01000349",79617,87641,8300.41109885545,10647.3772042686
