"lsoa01","access01","access11","access01_exp","access11_exp"
"E01003189",2404870,2864881,8120.7168563067,9535.52529632432
"E01003190",2433756,2896745,8814.64007877639,10232.465132466
"E01003191",2409491,2868174,8130.56127912587,9476.28932962567
"E01003192",2374089,2826308,7803.67880361697,8998.42489137022
"E01003193",2483904,2961637,9121.00526799289,10954.260776704
"E01003194",2493987,2984229,10007.857924486,12494.5563157417
"E01003195",2485361,2974642,9197.01263569582,11314.7730675501
"E01003196",2447184,2916071,9004.29881768928,10834.628856402
"E01003197",2441367,2910453,8593.84878460116,10283.1494395695
"E01003198",2511806,3010605,11388.4743676586,14521.8024342551
"E01003199",2544251,3048164.94,12664.594569748,16297.1125622626
"E01003200",2512463,3011245,10847.0539524727,14010.8975374434
"E01003201",2588314,3103732.88,13943.5093087955,17472.9170387757
"E01003202",2473578,2964480,10479.6185142165,13232.995881755
"E01003203",2504092,3000152,11702.1184411712,14659.7877011518
"E01003204",2612701,3138566.88,14681.3392182881,19086.6242898077
"E01003205",2617367,3144883.88,15044.5065619686,19355.2155432452
"E01003206",2581706,3093538.88,13339.5431699854,17012.0897993643
"E01003207",2687862,3237020,17186.6563576868,22763.2635283708
"E01003208",2670845,3211627,15885.3199068445,20724.4430023401
"E01003209",2699454,3248659,16314.0183435331,21443.8593829265
"E01003210",2686015,3231884,15654.6821926586,20458.7968895099
"E01003211",2675519,3216255,14847.7926847489,19035.5930507121
"E01003212",2693821,3241670,14846.5370241841,19382.2466148556
"E01003213",2671297,3213552,13897.2287338625,17839.4165878172
"E01003214",2667506,3210959,12943.0597055934,16691.6336379298
"E01003215",2708728,3262404,18048.6230224809,23891.0060526943
"E01003216",2455558,2938445,10506.1240598488,12894.6815928995
"E01003217",2430427,2905331,9679.83662081466,11871.0184479458
"E01003218",2390528,2843982.68,8546.75263518042,10458.4987983047
"E01003219",2393640,2853597.16,8774.40169853703,10611.2624039911
"E01003220",2402564,2871509.88,8949.19476179955,11108.9455064914
"E01003221",2467875,2949061,10424.3616174592,12766.6732373573
"E01003222",2382186,2832440.88,8165.54791484312,10102.4481913151
"E01003223",2425440,2888168.68,9315.86135720867,11076.8735929375
"E01003224",2438242,2912799,9919.32299173062,12233.675821957
"E01003225",2594889,3117670,11163.4562490411,14207.181796013
"E01003226",2626740,3154014,10108.5119214835,13019.8237692064
"E01003227",2602687,3124427,10302.7696947766,13315.0531785675
"E01003228",2613474,3139493,9791.82051034789,12567.8108832115
"E01003229",2595360,3116731,9780.73672555705,12480.3440599674
"E01003230",2565707,3081945,10073.1960181239,13205.1657858851
"E01003231",2647910,3184787,11492.5577345486,14693.8114305215
"E01003232",2640517,3171702,10562.6054232266,13542.257889264
"E01003233",2620892,3147371,11173.7471551223,14212.324399021
"E01003234",2135679,2534614,8042.47067632128,8680.68948803353
"E01003235",2165505,2566780,7966.63191944486,8633.53911987496
"E01003236",2123945,2525243,6462.17302482164,7588.08864620229
"E01003237",2132303,2539656,6983.52096886718,8033.70626454519
"E01003238",2199032,2612952.88,7039.14304699543,8134.70483544811
"E01003239",2234878,2652203,7412.90033203269,8447.75183032577
"E01003240",2228628,2646674,7615.84025920834,8491.77251926195
"E01003241",2316891,2747195,7686.17156630323,8697.35114653413
"E01003242",2136818,2540717.88,7601.3837786972,8399.40022607764
"E01003243",2258013,2676446,7708.44951530114,8517.54022090585
"E01003244",2726956,3288761,27801.8399608445,41863.5530930632
"E01003245",2750928,3323308,29482.5989739831,39946.3973922533
"E01003246",2725985,3285603,22229.3926384555,30991.114369905
"E01003247",2744569,3311096,26845.6890616768,37383.476680077
"E01003248",2731336,3290642,24639.9701708918,35723.1672531093
"E01003249",2727280,3287722,29386.197255301,45621.5858204951
"E01003250",2737849,3303430,28945.0302725338,42506.738319069
"E01003251",2717424,3273739,22061.5512646901,31682.1793713999
"E01003252",2722163,3280279,22058.8604353927,31113.2924553297
"E01003253",2708659,3261237,20512.5270698417,28900.5768049502
"E01003254",2631295,3159465,9129.12053167709,11394.8232682921
"E01003255",2601406,3121167.16,9341.39594361104,11368.2016801839
"E01003256",2572486,3082995,8927.31644878962,10834.4835194067
"E01003257",2598681,3117510.18,8663.04494993147,10625.9572584775
"E01003258",2571058,3082700,7977.55961069523,9832.06503224851
"E01003259",2561801,3070676,8410.44215957792,10290.4558514266
"E01003260",2645726,3179081,9433.39778757051,11880.2227411449
"E01003261",2637663,3169506,9600.43276645017,12207.8451468695
"E01003262",2617022,3143042,9361.80275469815,11757.6801097497
"E01003263",2148551,2553225,6042.91959337799,7394.00980278882
"E01003264",2048004,2431908,5618.99241127069,6869.31342364968
"E01003265",2002964,2381127,5865.40985217229,6957.40214454966
"E01003266",1830374,2181763,5240.43026632542,6293.41333443016
"E01003267",1805554,2153149,5388.79931114724,6306.03145281168
"E01003268",2321958,2760803.7,7397.6454463391,9316.89981156428
"E01003269",2287203,2724789.02,6642.49527315266,8371.32653944029
"E01003270",2264395,2693531,6587.84406701166,8247.89553678683
"E01003271",2194478,2606499.02,5873.19003967887,7340.92099929638
"E01003272",2660083,3201001.02,12348.1367129083,15804.201680449
"E01003273",2620699,3150804,14101.0685702508,17455.7218525279
"E01003274",2598760,3120891.02,13054.5490402702,16155.0196290394
"E01003275",2581417,3105010,12324.0511773158,15420.7080435766
"E01003276",2608295,3137159,12132.9392459284,15283.4704933855
"E01003277",2642619,3177784,13859.0046948306,17477.12681691
"E01003278",2644722,3180883,14684.5905843787,18405.9196079871
"E01003279",2605251,3125059,14021.3372154906,17147.7676238836
"E01003280",2345573,2796455,7690.76896870369,9666.99156772165
"E01003281",2392233,2857206.02,8865.57193798361,11076.9596515009
"E01003282",2507617,3003459.88,12653.2584613604,15426.0339384907
"E01003283",2459008,2944357,10576.6830698128,13134.9470293257
"E01003284",2482284,2975701.88,11536.6481823788,14190.21933484
"E01003285",2379409,2840760,8517.05430513972,10619.7989265157
"E01003286",2401995,2867842.18,8901.57553698273,11019.6339699425
"E01003287",2436483,2915872,10021.1752870938,12434.5309599028
"E01003288",2529693,3030833.94,13194.7690884524,16268.9158607707
"E01003289",2564553,3073072,15291.9826394006,18038.0370884669
"E01003290",2523632,3019763.08,13347.5876878626,16089.7118582912
"E01003291",2540499,3044093.02,14397.2211308199,17251.8098606468
"E01003292",2494320,2985690.02,12203.7488872133,14857.9700786127
"E01003293",2511798,3008820.06,13131.353464774,15958.184220975
"E01003294",2456068,2938445,10558.478166306,13036.9022542169
"E01003295",2441068,2920405.9,10079.0554117778,12444.3502987037
"E01003296",2614968,3140860,15153.5933488184,18721.6269314269
"E01003297",2744699,3310773,23906.448615182,31032.846158667
"E01003298",2730887,3291500,21273.7502891986,28618.9708237179
"E01003299",2725485,3284477,19059.27185616,24758.3731303867
"E01003300",2722337,3281983,20288.169022119,27306.1426497008
"E01003301",2727810,3289369,20222.6671983291,26649.4282303843
"E01003302",2741073,3306838,23280.5859726847,29607.0394943196
"E01003303",2711258,3266260,19300.6750014416,25846.0657637993
"E01003304",2702614,3255418,19155.2609577367,25978.88804107
"E01003305",2734398,3297874,21052.9267169635,27037.2460772518
"E01003306",2692880,3240467,18431.7453089709,25197.9106003071
"E01003307",2537558,3046398.16,9273.85868012941,11562.7865756891
"E01003308",2545162,3052889,9759.7107436346,12471.8508349004
"E01003309",2543181,3046236,9062.69185163413,11088.4306770106
"E01003310",2562931,3072381.16,9266.49183492745,11428.8888367307
"E01003311",2514563,3012458,9223.72124031189,11412.8674753356
"E01003312",2502396,3000545,9097.01614416687,11024.2853095029
"E01003313",2519075,3017291,8976.63859390109,10878.626129867
"E01003314",2539459,3049021,9520.57522918142,12061.6442129014
"E01003315",2588470,3109109.18,9397.2523742558,11765.9864703104
"E01003316",2564183,3075330.18,9499.33224266388,12037.63288312
"E01003317",2551353,3059408,11204.6041902137,14257.6143423801
"E01003318",2509257,3003536.06,12058.9174735672,15227.5775809501
"E01003319",2481707,2969730,11555.4252264252,14284.9892961185
"E01003320",2469729,2954283,10926.6331748817,13433.0908183802
"E01003321",2534204,3036090.18,10313.8982661948,13189.6949602154
"E01003322",2528415,3032909,12680.812800576,15851.4705503564
"E01003323",2503797,2997985.06,12525.5660887771,15322.8237948517
"E01003324",2522337,3022867,12270.6671563427,15361.0339984908
"E01003325",2498449,2992203.06,12181.0896070289,15006.5476155052
"E01003326",2450359,2917405.06,9002.07387585331,10511.0873847088
"E01003327",2469102,2940083,9095.40383064987,10745.8204501216
"E01003328",2480235,2958232,8757.26073883393,10392.4754594162
"E01003329",2524354,3023683,8773.32773384096,10592.7728577598
"E01003330",2553364,3056780,7751.74970576217,9511.16517847637
"E01003331",2529509,3030183,8303.70996047242,10072.7100056198
"E01003332",2525286,3014601,8101.02690776199,9800.32792806268
"E01003333",2469379,2941428.06,8969.49618037866,10580.634370257
"E01003334",2496512,2981006,8829.73873485234,10576.1445146873
"E01003335",2477245,2951032,9000.93280735823,10695.4249861157
"E01003336",2685633,3228969.02,11963.9589611564,15366.7354160913
"E01003337",2672504,3210874,11277.9429238354,14434.6021816039
"E01003338",2725085,3285028,19444.5568906508,24774.941936311
"E01003339",2718676,3276249,17278.3995329309,22138.288676195
"E01003340",2710843,3266665,16728.2026429064,21835.2861780343
"E01003341",2701911,3255179,15552.0476577398,20067.7787170086
"E01003342",2691649,3238181.02,13179.1975279503,17000.6884404143
"E01003343",2708488,3262050,15100.3726678449,19314.7072014253
"E01003344",2687888,3237541,14538.7720664706,18958.2249162454
"E01003345",2682333,3227886,13110.5300581827,16942.0305296978
"E01003346",2279232,2710105.88,7254.62707094787,8648.66082256205
"E01003347",2301430,2739016.88,7538.37455372034,9042.08377939422
"E01003348",2367231,2813954,8268.28933761051,9516.8487832479
"E01003349",2215449,2627628,6539.67047654277,7813.74552028586
"E01003350",2332252,2773741,7892.58918766793,9373.64166870572
"E01003351",2236921,2655021.88,7015.73443208572,8265.123585246
"E01003352",2398344,2855576,8412.26706777569,9824.15402519962
"E01003353",2290935,2718889,7780.47739307648,8898.68003106815
"E01003354",2339755,2781950.88,7729.83260147708,9660.5331876257
"E01003355",2504050,2901458,16532.7145627073,19656.1864218919
"E01003356",2466937,2856202,15903.0401500388,18384.7065815869
"E01003357",2528513,2945557,15745.3634309508,19287.120559151
"E01003358",2504584,2902493,16977.2227665614,20171.9897558556
"E01003359",2576169,3033013.65,15923.6272095879,19620.1899702814
