"","lsoa01cd","fua"
"30929","E01030929","Guildford"
"30930","E01030930","Guildford"
"30931","E01030931","Guildford"
"30932","E01030932","Guildford"
"30933","E01030933","Guildford"
"30934","E01030934","Guildford"
"30935","E01030935","Guildford"
"30936","E01030936","Guildford"
"30937","E01030937","Guildford"
"30938","E01030938","Guildford"
"30939","E01030939","Guildford"
"30940","E01030940","Guildford"
"30941","E01030941","Guildford"
"30942","E01030942","Guildford"
"30943","E01030943","Guildford"
"30944","E01030944","London"
"30945","E01030945","London"
"30946","E01030946","London"
"30947","E01030947","London"
"30948","E01030948","London"
"30949","E01030949","London"
"30950","E01030950","London"
"30951","E01030951","London"
"30952","E01030952","London"
"30953","E01030953","London"
"30954","E01030954","London"
"30955","E01030955","London"
"30956","E01030956","London"
"30957","E01030957","London"
"30958","E01030958","London"
"30959","E01030959","London"
"30960","E01030960","London"
"30961","E01030961","London"
"30962","E01030962","London"
"30963","E01030963","London"
"30964","E01030964","London"
"30965","E01030965","London"
"30966","E01030966","London"
"30967","E01030967","London"
"30968","E01030968","London"
"30969","E01030969","London"
"30970","E01030970","London"
"30971","E01030971","London"
"30972","E01030972","London"
"30973","E01030973","London"
"30974","E01030974","London"
"30975","E01030975","London"
"30976","E01030976","London"
"30977","E01030977","London"
"30978","E01030978","London"
"30979","E01030979","London"
"30980","E01030980","London"
"30981","E01030981","London"
"30982","E01030982","London"
"30983","E01030983","London"
"30984","E01030984","London"
"30985","E01030985","London"
"30986","E01030986","London"
"30987","E01030987","London"
"30988","E01030988","London"
"30989","E01030989","London"
"30990","E01030990","London"
"30991","E01030991","London"
"30992","E01030992","London"
"30993","E01030993","London"
"30994","E01030994","London"
"30995","E01030995","London"
"30996","E01030996","London"
"30997","E01030997","London"
"30998","E01030998","London"
"30999","E01030999","London"
"31000","E01031000","London"
"31001","E01031001","London"
"31002","E01031002","London"
"31003","E01031003","London"
"31004","E01031004","London"
"31005","E01031005","West Midlands urban area"
"31006","E01031006","West Midlands urban area"
"31007","E01031007","West Midlands urban area"
"31008","E01031008","West Midlands urban area"
"31009","E01031009","West Midlands urban area"
"31010","E01031010","West Midlands urban area"
"31011","E01031011","West Midlands urban area"
"31012","E01031012","West Midlands urban area"
"31013","E01031013","West Midlands urban area"
"31014","E01031014","West Midlands urban area"
"31015","E01031015","West Midlands urban area"
"31016","E01031016","West Midlands urban area"
"31017","E01031017","West Midlands urban area"
"31018","E01031018","West Midlands urban area"
"31019","E01031019","West Midlands urban area"
"31020","E01031020","West Midlands urban area"
"31021","E01031021","West Midlands urban area"
"31022","E01031022","West Midlands urban area"
"31023","E01031023","West Midlands urban area"
"31024","E01031024","West Midlands urban area"
"31025","E01031025","West Midlands urban area"
"31026","E01031026","West Midlands urban area"
"31027","E01031027","West Midlands urban area"
"31028","E01031028","West Midlands urban area"
"31029","E01031029","West Midlands urban area"
"31030","E01031030","West Midlands urban area"
"31031","E01031031","West Midlands urban area"
"31032","E01031032","West Midlands urban area"
"31033","E01031033","West Midlands urban area"
"31034","E01031034","West Midlands urban area"
"31035","E01031035","West Midlands urban area"
"31036","E01031036","West Midlands urban area"
"31037","E01031037","West Midlands urban area"
"31038","E01031038","West Midlands urban area"
"31039","E01031039","West Midlands urban area"
"31040","E01031040","West Midlands urban area"
"31041","E01031041","West Midlands urban area"
"31042","E01031042","West Midlands urban area"
"31043","E01031043","Coventry"
"31044","E01031044","Coventry"
"31045","E01031045","Coventry"
"31046","E01031046","Coventry"
"31047","E01031047","Coventry"
"31048","E01031048","Coventry"
"31049","E01031049","Coventry"
"31050","E01031050","Coventry"
"31051","E01031051","Coventry"
"31052","E01031052","Coventry"
"31053","E01031053","Coventry"
"31054","E01031054","Coventry"
"31055","E01031055","Coventry"
"31056","E01031056","Coventry"
"31057","E01031057","Coventry"
"31058","E01031058","Coventry"
"31059","E01031059","Coventry"
"31060","E01031060","Coventry"
"31061","E01031061","Coventry"
"31062","E01031062","Coventry"
"31063","E01031063","Coventry"
"31064","E01031064","Coventry"
"31065","E01031065","Coventry"
"31066","E01031066","Coventry"
"31067","E01031067","Coventry"
"31068","E01031068","Coventry"
"31069","E01031069","Coventry"
"31070","E01031070","Coventry"
"31071","E01031071","Coventry"
"31072","E01031072","Coventry"
"31073","E01031073","Coventry"
"31074","E01031074","Coventry"
"31075","E01031075","Coventry"
"31076","E01031076","Coventry"
"31077","E01031077","Coventry"
"31078","E01031078","Coventry"
"31079","E01031079","Coventry"
"31080","E01031080","Coventry"
"31081","E01031081","Coventry"
"31082","E01031082","Coventry"
"31083","E01031083","Coventry"
"31084","E01031084","Coventry"
"31085","E01031085","Coventry"
"31086","E01031086","Coventry"
"31087","E01031087","Coventry"
"31088","E01031088","Coventry"
"31089","E01031089","Coventry"
"31090","E01031090","Coventry"
"31091","E01031091","Coventry"
"31092","E01031092","Coventry"
"31093","E01031093","Coventry"
"31094","E01031094","Coventry"
"31095","E01031095","Coventry"
"31096","E01031096","Coventry"
"31097","E01031097","Coventry"
"31098","E01031098","Coventry"
"31099","E01031099","Coventry"
"31100","E01031100","Coventry"
"31101","E01031101","Coventry"
"31102","E01031102","Coventry"
"31103","E01031103","Coventry"
"31104","E01031104","Coventry"
"31105","E01031105","Coventry"
"31106","E01031106","Coventry"
"31107","E01031107","Coventry"
"31108","E01031108","Coventry"
"31109","E01031109","Coventry"
"31110","E01031110","Coventry"
"31111","E01031111","Coventry"
"31112","E01031112","Coventry"
"31113","E01031113","Coventry"
"31114","E01031114","Coventry"
"31115","E01031115","Coventry"
"31116","E01031116","Coventry"
"31117","E01031117","Coventry"
"31118","E01031118","Coventry"
"31119","E01031119","Coventry"
"31120","E01031120","Coventry"
"31121","E01031121","Coventry"
"31122","E01031122","Coventry"
"31123","E01031123","Coventry"
"31124","E01031124","Coventry"
"31125","E01031125","Coventry"
"31126","E01031126","Coventry"
"31127","E01031127","Coventry"
"31128","E01031128","Coventry"
"31129","E01031129","Coventry"
"31130","E01031130","Coventry"
"31131","E01031131","Coventry"
"31132","E01031132","Coventry"
"31133","E01031133","Coventry"
"31134","E01031134","Coventry"
"31135","E01031135","Coventry"
"31136","E01031136","Coventry"
"31137","E01031137","Coventry"
"31138","E01031138","Coventry"
"31139","E01031139","Coventry"
"31140","E01031140","Coventry"
"31141","E01031141","Coventry"
"31142","E01031142","Coventry"
"31143","E01031143","Coventry"
"31144","E01031144","Coventry"
"31145","E01031145","Coventry"
"31146","E01031146","Coventry"
"31147","E01031147","Coventry"
"31148","E01031148","Coventry"
"31149","E01031149","Coventry"
"31150","E01031150","Coventry"
"31151","E01031151","Coventry"
"31152","E01031152","Coventry"
"31153","E01031153","Coventry"
"31154","E01031154","Coventry"
"31155","E01031155","Coventry"
"31156","E01031156","Coventry"
"31157","E01031157","Coventry"
"31158","E01031158","Coventry"
"31159","E01031159","Coventry"
"31160","E01031160","Coventry"
"31161","E01031161","Coventry"
"31162","E01031162","Coventry"
"31163","E01031163","Coventry"
"31164","E01031164","Coventry"
"31165","E01031165","Coventry"
"31166","E01031166","Coventry"
"31167","E01031167","Coventry"
"31168","E01031168","Coventry"
"31169","E01031169","Coventry"
"31170","E01031170","Coventry"
"31171","E01031171","Coventry"
"31172","E01031172","Coventry"
"31173","E01031173","Coventry"
"31174","E01031174","Coventry"
"31175","E01031175","Coventry"
"31176","E01031176","Coventry"
"31177","E01031177","Coventry"
"31178","E01031178","Coventry"
"31179","E01031179","Coventry"
"31180","E01031180","Coventry"
"31181","E01031181","Coventry"
"31182","E01031182","Coventry"
"31183","E01031183",NA
"31184","E01031184",NA
"31185","E01031185",NA
"31186","E01031186",NA
"31187","E01031187",NA
"31188","E01031188",NA
"31189","E01031189",NA
"31190","E01031190",NA
"31191","E01031191",NA
"31192","E01031192",NA
"31193","E01031193",NA
"31194","E01031194",NA
"31195","E01031195",NA
"31196","E01031196",NA
"31197","E01031197",NA
"31198","E01031198",NA
"31199","E01031199",NA
"31200","E01031200",NA
"31201","E01031201",NA
"31202","E01031202",NA
"31203","E01031203",NA
"31204","E01031204",NA
"31205","E01031205",NA
"31206","E01031206",NA
"31207","E01031207",NA
"31208","E01031208",NA
"31209","E01031209",NA
"31210","E01031210",NA
"31211","E01031211",NA
"31212","E01031212",NA
"31213","E01031213",NA
"31214","E01031214",NA
"31215","E01031215",NA
"31216","E01031216",NA
"31217","E01031217",NA
"31218","E01031218",NA
"31219","E01031219",NA
"31220","E01031220",NA
"31221","E01031221",NA
"31222","E01031222",NA
"31223","E01031223",NA
"31224","E01031224",NA
"31225","E01031225",NA
"31226","E01031226",NA
"31227","E01031227",NA
"31228","E01031228",NA
"31229","E01031229",NA
"31230","E01031230",NA
"31231","E01031231",NA
"31232","E01031232",NA
"31233","E01031233",NA
"31234","E01031234",NA
"31235","E01031235",NA
"31236","E01031236",NA
"31237","E01031237",NA
"31238","E01031238",NA
"31239","E01031239",NA
"31240","E01031240",NA
"31241","E01031241",NA
"31242","E01031242",NA
"31243","E01031243",NA
"31244","E01031244",NA
"31245","E01031245",NA
"31246","E01031246",NA
"31247","E01031247",NA
"31248","E01031248",NA
"31249","E01031249",NA
"31250","E01031250",NA
"31251","E01031251",NA
"31252","E01031252",NA
"31253","E01031253",NA
"31254","E01031254","Coventry"
"31255","E01031255","Coventry"
"31256","E01031256","Coventry"
"31257","E01031257","Coventry"
"31258","E01031258","Coventry"
"31259","E01031259","Coventry"
"31260","E01031260","Coventry"
"31261","E01031261","Coventry"
"31262","E01031262","Coventry"
"31263","E01031263","Coventry"
"31264","E01031264","Coventry"
"31265","E01031265","Coventry"
"31266","E01031266","Coventry"
"31267","E01031267","Coventry"
"31268","E01031268","Coventry"
"31269","E01031269","Coventry"
"31270","E01031270","Coventry"
"31271","E01031271","Coventry"
"31272","E01031272","Coventry"
"31273","E01031273","Coventry"
"31274","E01031274","Coventry"
"31275","E01031275","Coventry"
"31276","E01031276","Coventry"
"31277","E01031277","Coventry"
"31278","E01031278","Coventry"
"31279","E01031279","Coventry"
"31280","E01031280","Coventry"
"31281","E01031281","Coventry"
"31282","E01031282","Coventry"
"31283","E01031283","Coventry"
"31284","E01031284","Coventry"
"31285","E01031285","Coventry"
"31286","E01031286","Coventry"
"31287","E01031287","Coventry"
"31288","E01031288","Coventry"
"31289","E01031289","Coventry"
"31290","E01031290","Coventry"
"31291","E01031291","Coventry"
"31292","E01031292","Coventry"
"31293","E01031293","Coventry"
"31294","E01031294","Coventry"
"31295","E01031295","Coventry"
"31296","E01031296","Coventry"
"31297","E01031297","Coventry"
"31298","E01031298","Coventry"
"31299","E01031299","Coventry"
"31300","E01031300","Coventry"
"31301","E01031301","Coventry"
"31302","E01031302","Coventry"
"31303","E01031303","Coventry"
"31304","E01031304","Coventry"
"31305","E01031305","Coventry"
"31306","E01031306","Coventry"
"31307","E01031307","Coventry"
"31308","E01031308","Coventry"
"31309","E01031309","Coventry"
"31310","E01031310","Coventry"
"31311","E01031311","Coventry"
"31312","E01031312","Coventry"
"31313","E01031313","Coventry"
"31314","E01031314","Coventry"
"31315","E01031315","Coventry"
"31316","E01031316","Coventry"
"31317","E01031317","Coventry"
"31318","E01031318","Coventry"
"31319","E01031319","Coventry"
"31320","E01031320","Coventry"
"31321","E01031321","Coventry"
"31322","E01031322","Coventry"
"31323","E01031323","Coventry"
"31324","E01031324","Coventry"
"31325","E01031325","Coventry"
"31326","E01031326","Coventry"
"31327","E01031327","Coventry"
"31328","E01031328","Coventry"
"31329","E01031329","Coventry"
"31330","E01031330","Coventry"
"31331","E01031331","Coventry"
"31332","E01031332","Coventry"
"31333","E01031333","Coventry"
"31334","E01031334","Coventry"
"31335","E01031335","Coventry"
"31336","E01031336","Coventry"
"31337","E01031337","Coventry"
"31338","E01031338","Brighton and Hove"
"31339","E01031339","Brighton and Hove"
"31340","E01031340","Brighton and Hove"
"31341","E01031341","Brighton and Hove"
"31342","E01031342","Brighton and Hove"
"31343","E01031343","Brighton and Hove"
"31344","E01031344","Brighton and Hove"
"31345","E01031345","Brighton and Hove"
"31346","E01031346","Brighton and Hove"
"31347","E01031347","Brighton and Hove"
"31348","E01031348","Brighton and Hove"
"31349","E01031349","Brighton and Hove"
"31350","E01031350","Brighton and Hove"
"31351","E01031351","Brighton and Hove"
"31352","E01031352","Brighton and Hove"
"31353","E01031353","Brighton and Hove"
"31354","E01031354","Brighton and Hove"
"31355","E01031355","Brighton and Hove"
"31356","E01031356","Brighton and Hove"
"31357","E01031357","Brighton and Hove"
"31358","E01031358","Brighton and Hove"
"31359","E01031359","Brighton and Hove"
"31360","E01031360","Brighton and Hove"
"31361","E01031361","Brighton and Hove"
"31362","E01031362","Brighton and Hove"
"31363","E01031363","Brighton and Hove"
"31364","E01031364","Brighton and Hove"
"31365","E01031365","Brighton and Hove"
"31366","E01031366","Brighton and Hove"
"31367","E01031367","Brighton and Hove"
"31368","E01031368","Brighton and Hove"
"31369","E01031369","Brighton and Hove"
"31370","E01031370","Brighton and Hove"
"31371","E01031371","Brighton and Hove"
"31372","E01031372","Brighton and Hove"
"31373","E01031373","Brighton and Hove"
"31374","E01031374","Brighton and Hove"
"31375","E01031375","Brighton and Hove"
"31376","E01031376","Brighton and Hove"
"31377","E01031377","Brighton and Hove"
"31378","E01031378","Brighton and Hove"
"31379","E01031379","Brighton and Hove"
"31380","E01031380",NA
"31381","E01031381",NA
"31382","E01031382",NA
"31383","E01031383",NA
"31384","E01031384",NA
"31385","E01031385",NA
"31386","E01031386",NA
"31387","E01031387",NA
"31388","E01031388",NA
"31389","E01031389",NA
"31390","E01031390",NA
"31391","E01031391",NA
"31392","E01031392",NA
"31393","E01031393",NA
"31394","E01031394",NA
"31395","E01031395",NA
"31396","E01031396",NA
"31397","E01031397",NA
"31398","E01031398",NA
"31399","E01031399",NA
"31400","E01031400",NA
"31401","E01031401",NA
"31402","E01031402",NA
"31403","E01031403",NA
"31404","E01031404",NA
"31405","E01031405",NA
"31406","E01031406",NA
"31407","E01031407",NA
"31408","E01031408",NA
"31409","E01031409",NA
"31410","E01031410",NA
"31411","E01031411",NA
"31412","E01031412",NA
"31413","E01031413",NA
"31414","E01031414",NA
"31415","E01031415",NA
"31416","E01031416",NA
"31417","E01031417",NA
"31418","E01031418",NA
"31419","E01031419",NA
"31420","E01031420",NA
"31421","E01031421",NA
"31422","E01031422",NA
"31423","E01031423",NA
"31424","E01031424",NA
"31425","E01031425",NA
"31426","E01031426",NA
"31427","E01031427",NA
"31428","E01031428",NA
"31429","E01031429",NA
"31430","E01031430",NA
"31431","E01031431",NA
"31432","E01031432",NA
"31433","E01031433",NA
"31434","E01031434",NA
"31435","E01031435",NA
"31436","E01031436",NA
"31437","E01031437",NA
"31438","E01031438",NA
"31439","E01031439",NA
"31440","E01031440",NA
"31441","E01031441",NA
"31442","E01031442",NA
"31443","E01031443",NA
"31444","E01031444",NA
"31445","E01031445",NA
"31446","E01031446",NA
"31447","E01031447",NA
"31448","E01031448",NA
"31449","E01031449",NA
"31450","E01031450",NA
"31451","E01031451",NA
"31452","E01031452",NA
"31453","E01031453",NA
"31454","E01031454",NA
"31455","E01031455",NA
"31456","E01031456",NA
"31457","E01031457",NA
"31458","E01031458",NA
"31459","E01031459",NA
"31460","E01031460",NA
"31461","E01031461",NA
"31462","E01031462",NA
"31463","E01031463",NA
"31464","E01031464",NA
"31465","E01031465",NA
"31466","E01031466",NA
"31467","E01031467",NA
"31468","E01031468",NA
"31469","E01031469",NA
"31470","E01031470",NA
"31471","E01031471",NA
"31472","E01031472",NA
"31473","E01031473",NA
"31474","E01031474",NA
"31475","E01031475",NA
"31476","E01031476",NA
"31477","E01031477",NA
"31478","E01031478",NA
"31479","E01031479",NA
"31480","E01031480",NA
"31481","E01031481",NA
"31482","E01031482",NA
"31483","E01031483",NA
"31484","E01031484",NA
"31485","E01031485",NA
"31486","E01031486",NA
"31487","E01031487",NA
"31488","E01031488",NA
"31489","E01031489",NA
"31490","E01031490",NA
"31491","E01031491",NA
"31492","E01031492",NA
"31493","E01031493",NA
"31494","E01031494",NA
"31495","E01031495",NA
"31496","E01031496",NA
"31497","E01031497",NA
"31498","E01031498",NA
"31499","E01031499",NA
"31500","E01031500",NA
"31501","E01031501",NA
"31502","E01031502",NA
"31503","E01031503",NA
"31504","E01031504",NA
"31505","E01031505",NA
"31506","E01031506",NA
"31507","E01031507",NA
"31508","E01031508",NA
"31509","E01031509",NA
"31510","E01031510",NA
"31511","E01031511",NA
"31512","E01031512",NA
"31513","E01031513",NA
"31514","E01031514",NA
"31515","E01031515",NA
"31516","E01031516",NA
"31517","E01031517",NA
"31518","E01031518",NA
"31519","E01031519",NA
"31520","E01031520",NA
"31521","E01031521",NA
"31522","E01031522",NA
"31523","E01031523",NA
"31524","E01031524",NA
"31525","E01031525",NA
"31526","E01031526",NA
"31527","E01031527",NA
"31528","E01031528",NA
"31529","E01031529",NA
"31530","E01031530",NA
"31531","E01031531",NA
"31532","E01031532",NA
"31533","E01031533",NA
"31534","E01031534",NA
"31535","E01031535",NA
"31536","E01031536",NA
"31537","E01031537",NA
"31538","E01031538",NA
"31539","E01031539",NA
"31540","E01031540",NA
"31541","E01031541",NA
"31542","E01031542",NA
"31543","E01031543",NA
"31544","E01031544",NA
"31545","E01031545",NA
"31546","E01031546",NA
"31547","E01031547",NA
"31548","E01031548",NA
"31549","E01031549",NA
"31550","E01031550",NA
"31551","E01031551",NA
"31552","E01031552",NA
"31553","E01031553",NA
"31554","E01031554",NA
"31555","E01031555",NA
"31556","E01031556",NA
"31557","E01031557",NA
"31558","E01031558",NA
"31559","E01031559",NA
"31560","E01031560",NA
"31561","E01031561",NA
"31562","E01031562",NA
"31563","E01031563",NA
"31564","E01031564",NA
"31565","E01031565",NA
"31566","E01031566",NA
"31567","E01031567",NA
"31568","E01031568",NA
"31569","E01031569",NA
"31570","E01031570",NA
"31571","E01031571",NA
"31572","E01031572",NA
"31573","E01031573",NA
"31574","E01031574",NA
"31575","E01031575",NA
"31576","E01031576",NA
"31577","E01031577",NA
"31578","E01031578",NA
"31579","E01031579",NA
"31580","E01031580",NA
"31581","E01031581",NA
"31582","E01031582",NA
"31583","E01031583",NA
"31584","E01031584",NA
"31585","E01031585",NA
"31586","E01031586",NA
"31587","E01031587",NA
"31588","E01031588",NA
"31589","E01031589",NA
"31590","E01031590",NA
"31591","E01031591",NA
"31592","E01031592",NA
"31593","E01031593",NA
"31594","E01031594",NA
"31595","E01031595",NA
"31596","E01031596",NA
"31597","E01031597",NA
"31598","E01031598",NA
"31599","E01031599",NA
"31600","E01031600",NA
"31601","E01031601",NA
"31602","E01031602",NA
"31603","E01031603",NA
"31604","E01031604",NA
"31605","E01031605",NA
"31606","E01031606",NA
"31607","E01031607",NA
"31608","E01031608",NA
"31609","E01031609",NA
"31610","E01031610",NA
"31611","E01031611",NA
"31612","E01031612",NA
"31613","E01031613",NA
"31614","E01031614",NA
"31615","E01031615",NA
"31616","E01031616",NA
"31617","E01031617",NA
"31618","E01031618",NA
"31619","E01031619",NA
"31620","E01031620",NA
"31621","E01031621",NA
"31622","E01031622",NA
"31623","E01031623",NA
"31624","E01031624",NA
"31625","E01031625",NA
"31626","E01031626",NA
"31627","E01031627",NA
"31628","E01031628",NA
"31629","E01031629",NA
"31630","E01031630",NA
"31631","E01031631",NA
"31632","E01031632",NA
"31633","E01031633",NA
"31634","E01031634",NA
"31635","E01031635",NA
"31636","E01031636",NA
"31637","E01031637",NA
"31638","E01031638",NA
"31639","E01031639",NA
"31640","E01031640",NA
"31641","E01031641",NA
"31642","E01031642",NA
"31643","E01031643",NA
"31644","E01031644",NA
"31645","E01031645",NA
"31646","E01031646",NA
"31647","E01031647",NA
"31648","E01031648",NA
"31649","E01031649",NA
"31650","E01031650",NA
"31651","E01031651",NA
"31652","E01031652",NA
"31653","E01031653",NA
"31654","E01031654",NA
"31655","E01031655",NA
"31656","E01031656",NA
"31657","E01031657",NA
"31658","E01031658",NA
"31659","E01031659",NA
"31660","E01031660",NA
"31661","E01031661",NA
"31662","E01031662",NA
"31663","E01031663",NA
"31664","E01031664",NA
"31665","E01031665",NA
"31666","E01031666",NA
"31667","E01031667",NA
"31668","E01031668",NA
"31669","E01031669",NA
"31670","E01031670",NA
"31671","E01031671",NA
"31672","E01031672",NA
"31673","E01031673",NA
"31674","E01031674",NA
"31675","E01031675",NA
"31676","E01031676",NA
"31677","E01031677",NA
"31678","E01031678",NA
"31679","E01031679",NA
"31680","E01031680",NA
"31681","E01031681",NA
"31682","E01031682",NA
"31683","E01031683",NA
"31684","E01031684",NA
"31685","E01031685",NA
"31686","E01031686",NA
"31687","E01031687",NA
"31688","E01031688",NA
"31689","E01031689",NA
"31690","E01031690",NA
"31691","E01031691",NA
"31692","E01031692",NA
"31693","E01031693",NA
"31694","E01031694",NA
"31695","E01031695",NA
"31696","E01031696",NA
"31697","E01031697",NA
"31698","E01031698",NA
"31699","E01031699",NA
"31700","E01031700",NA
"31701","E01031701",NA
"31702","E01031702",NA
"31703","E01031703",NA
"31704","E01031704",NA
"31705","E01031705",NA
"31706","E01031706",NA
"31707","E01031707",NA
"31708","E01031708",NA
"31709","E01031709",NA
"31710","E01031710",NA
"31711","E01031711",NA
"31712","E01031712",NA
"31713","E01031713",NA
"31714","E01031714",NA
"31715","E01031715",NA
"31716","E01031716",NA
"31717","E01031717",NA
"31718","E01031718",NA
"31719","E01031719",NA
"31720","E01031720",NA
"31721","E01031721",NA
"31722","E01031722",NA
"31723","E01031723",NA
"31724","E01031724",NA
"31725","E01031725",NA
"31726","E01031726",NA
"31727","E01031727",NA
"31728","E01031728",NA
"31729","E01031729",NA
"31730","E01031730",NA
"31731","E01031731",NA
"31732","E01031732",NA
"31733","E01031733",NA
"31734","E01031734",NA
"31735","E01031735",NA
"31736","E01031736",NA
"31737","E01031737",NA
"31738","E01031738",NA
"31739","E01031739",NA
"31740","E01031740",NA
"31741","E01031741",NA
"31742","E01031742",NA
"31743","E01031743",NA
"31744","E01031744",NA
"31745","E01031745",NA
"31746","E01031746",NA
"31747","E01031747",NA
"31748","E01031748",NA
"31749","E01031749",NA
"31750","E01031750",NA
"31751","E01031751",NA
"31752","E01031752",NA
"31753","E01031753",NA
"31754","E01031754",NA
"31755","E01031755",NA
"31756","E01031756",NA
"31757","E01031757",NA
"31758","E01031758",NA
"31759","E01031759",NA
"31760","E01031760",NA
"31761","E01031761",NA
"31762","E01031762",NA
"31763","E01031763",NA
"31764","E01031764",NA
"31765","E01031765",NA
"31766","E01031766",NA
"31767","E01031767",NA
"31768","E01031768",NA
"31769","E01031769",NA
"31770","E01031770",NA
"31771","E01031771",NA
"31772","E01031772",NA
"31773","E01031773",NA
"31774","E01031774",NA
"31775","E01031775",NA
"31776","E01031776",NA
"31777","E01031777",NA
"31778","E01031778",NA
"31779","E01031779",NA
"31780","E01031780",NA
"31781","E01031781",NA
"31782","E01031782",NA
"31783","E01031783",NA
"31784","E01031784",NA
"31785","E01031785",NA
"31786","E01031786",NA
"31787","E01031787",NA
"31788","E01031788",NA
"31789","E01031789",NA
"31790","E01031790",NA
"31791","E01031791",NA
"31792","E01031792",NA
"31793","E01031793",NA
"31794","E01031794",NA
"31795","E01031795",NA
"31796","E01031796",NA
"31797","E01031797",NA
"31798","E01031798",NA
"31799","E01031799",NA
"31800","E01031800",NA
"31801","E01031801",NA
"31802","E01031802",NA
"31803","E01031803",NA
"31804","E01031804",NA
"31805","E01031805",NA
"31806","E01031806",NA
"31807","E01031807",NA
"31808","E01031808",NA
"31809","E01031809",NA
"31810","E01031810",NA
"31811","E01031811",NA
"31812","E01031812",NA
"31813","E01031813",NA
"31814","E01031814",NA
"31815","E01031815",NA
"31816","E01031816",NA
"31817","E01031817",NA
"31818","E01031818",NA
"31819","E01031819",NA
"31820","E01031820",NA
"31821","E01031821",NA
"31822","E01031822",NA
"31823","E01031823",NA
"31824","E01031824",NA
"31825","E01031825",NA
"31826","E01031826",NA
"31827","E01031827",NA
"31828","E01031828",NA
"31829","E01031829",NA
"31830","E01031830",NA
"31831","E01031831",NA
"31832","E01031832",NA
"31833","E01031833",NA
"31834","E01031834",NA
"31835","E01031835",NA
"31836","E01031836",NA
"31837","E01031837",NA
"31838","E01031838",NA
"31839","E01031839",NA
"31840","E01031840",NA
"31841","E01031841",NA
"31842","E01031842",NA
"31843","E01031843",NA
"31844","E01031844",NA
"31845","E01031845",NA
"31846","E01031846",NA
"31847","E01031847",NA
"31848","E01031848",NA
"31849","E01031849",NA
"31850","E01031850",NA
"31851","E01031851",NA
"31852","E01031852",NA
"31853","E01031853",NA
"31854","E01031854",NA
"31855","E01031855",NA
"31856","E01031856",NA
"31857","E01031857",NA
"31858","E01031858",NA
"31859","E01031859",NA
"31860","E01031860",NA
"31861","E01031861",NA
"31862","E01031862",NA
"31863","E01031863",NA
"31864","E01031864",NA
"31865","E01031865",NA
"31866","E01031866",NA
"31867","E01031867",NA
"31868","E01031868",NA
"31869","E01031869",NA
"31870","E01031870",NA
"31871","E01031871",NA
"31872","E01031872",NA
"31873","E01031873",NA
"31874","E01031874",NA
"31875","E01031875",NA
"31876","E01031876",NA
"31877","E01031877",NA
"31878","E01031878",NA
"31879","E01031879",NA
"31880","E01031880",NA
"31881","E01031881",NA
"31882","E01031882",NA
"31883","E01031883",NA
"31884","E01031884",NA
"31885","E01031885",NA
"31886","E01031886",NA
"31887","E01031887",NA
"31888","E01031888",NA
"31889","E01031889",NA
"31890","E01031890",NA
"31891","E01031891",NA
"31892","E01031892",NA
"31893","E01031893",NA
"31894","E01031894",NA
"31895","E01031895",NA
"31896","E01031896",NA
"31897","E01031897",NA
"31898","E01031898",NA
"31899","E01031899",NA
"31900","E01031900",NA
"31901","E01031901",NA
"31902","E01031902",NA
"31903","E01031903",NA
"31904","E01031904",NA
"31905","E01031905",NA
"31906","E01031906",NA
"31907","E01031907",NA
"31908","E01031908",NA
"31909","E01031909",NA
"31910","E01031910",NA
"31911","E01031911",NA
"31912","E01031912",NA
"31913","E01031913",NA
"31914","E01031914",NA
"31915","E01031915",NA
"31916","E01031916",NA
"31917","E01031917",NA
"31918","E01031918",NA
"31919","E01031919",NA
"31920","E01031920",NA
"31921","E01031921",NA
"31922","E01031922",NA
"31923","E01031923",NA
"31924","E01031924",NA
"31925","E01031925",NA
"31926","E01031926",NA
"31927","E01031927",NA
"31928","E01031928",NA
"31929","E01031929",NA
"31930","E01031930",NA
"31931","E01031931",NA
"31932","E01031932",NA
"31933","E01031933",NA
"31934","E01031934",NA
"31935","E01031935",NA
"31936","E01031936",NA
"31937","E01031937",NA
"31938","E01031938",NA
"31939","E01031939",NA
"31940","E01031940",NA
"31941","E01031941",NA
"31942","E01031942",NA
"31943","E01031943",NA
"31944","E01031944",NA
"31945","E01031945",NA
"31946","E01031946",NA
"31947","E01031947",NA
"31948","E01031948",NA
"31949","E01031949",NA
"31950","E01031950",NA
"31951","E01031951",NA
"31952","E01031952",NA
"31953","E01031953",NA
"31954","E01031954",NA
"31955","E01031955",NA
"31956","E01031956",NA
"31957","E01031957",NA
"31958","E01031958",NA
"31959","E01031959",NA
"31960","E01031960",NA
"31961","E01031961",NA
"31962","E01031962",NA
"31963","E01031963",NA
"31964","E01031964",NA
"31965","E01031965",NA
"31966","E01031966",NA
"31967","E01031967",NA
"31968","E01031968",NA
"31969","E01031969",NA
"31970","E01031970",NA
"31971","E01031971",NA
"31972","E01031972",NA
"31973","E01031973",NA
"31974","E01031974",NA
"31975","E01031975",NA
"31976","E01031976",NA
"31977","E01031977",NA
"31978","E01031978",NA
"31979","E01031979",NA
"31980","E01031980",NA
"31981","E01031981",NA
"31982","E01031982",NA
"31983","E01031983",NA
"31984","E01031984",NA
"31985","E01031985",NA
"31986","E01031986",NA
"31987","E01031987",NA
